cafe_id, business_name,cafe_name,cafe_rating,visitor_reviews,blog_reviews,address,business_hours,cafe_phone_no,cafe_info,keyword,latitude,longitude
1230,안심4동 카페인중독 대구각산점,카페인중독 대구각산점,0.0,73,3,대구 동구 반야월북로 172 1층 101호,12:00 - 24:00,0507-1323-2818,와플 위주의 디저트 카페입니다 !,"{'디저트가 맛있어요': '38', '커피가 맛있어요': '20', '친절해요': '19', '음료가 맛있어요': '17', '가성비가 좋아요': '9', '매장이 청결해요': '7', '특별한 메뉴가 있어요': '6', '좌석이 편해요': '4', '주차하기 편해요': '4', '집중하기 좋아요': '3', '인테리어가 멋져요': '2', '사진이 잘 나와요': '2', '대화하기 좋아요': '1'}",35.8730576,128.7163015
1231,안심3동 더치앤빈 대구신서점,더치앤빈 대구신서점,4.37,203,0,대구 동구 반야월북로 226,,,NO INFO,"{'커피가 맛있어요': '59', '친절해요': '23', '음료가 맛있어요': '18', '가성비가 좋아요': '16', '디저트가 맛있어요': '8', '매장이 청결해요': '6', '특별한 메뉴가 있어요': '5', '대화하기 좋아요': '4', '좌석이 편해요': '3', '인테리어가 멋져요': '3', '뷰가 좋아요': '2', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}",35.8728486,128.7224256
1232,안심3동 점핑퀸&편백찜질,점핑퀸&편백찜질,0.0,2,3,대구 동구 반야월북로 269 3층 301호,,0507-1375-0380,녹원맨션상가 홈마트앞 핫한 점핑운동&편백찜질오픈합니다~^^ 무료체험예약 지금바로 전화주세요~~^^,{},35.8731686,128.7278464
1233,복현2동 살롱드루루,살롱드루루,4.19,81,102,대구 동구 방천로1길 30,12:00 - 21:00,053-983-9861,금호강변을 마주보고 있어 경치가 아주 좋습니다.,"{'뷰가 좋아요': '22', '인테리어가 멋져요': '13', '커피가 맛있어요': '12', '음료가 맛있어요': '12', '매장이 청결해요': '12'}",35.8992977,128.6295535
1234,복현2동 쁘띠몽쉘,쁘띠몽쉘,4.87,58,0,대구 동구 방천로3길 10-1 불로동),,,NO INFO,"{'친절해요': '14', '디저트가 맛있어요': '10', '음료가 맛있어요': '9', '특별한 메뉴가 있어요': '8', '매장이 청결해요': '8', '커피가 맛있어요': '6', '가성비가 좋아요': '6', '좌석이 편해요': '5', '인테리어가 멋져요': '5', '주차하기 편해요': '3', '사진이 잘 나와요': '3', '집중하기 좋아요': '3', '대화하기 좋아요': '3', '화장실이 깨끗해요': '3', '뷰가 좋아요': '1'}",35.8982544,128.6328465
1235,방촌동 커피왕 방촌점,커피왕 방촌점,0.0,53,2,대구 동구 방촌로 125 113호,,0507-1362-8964,"커피왕은,
 바쁜 일상 속에서 커피왕 매장을 방문하는 시간 동안 만큼은 왕처럼 편하게 먹고 마시고 즐길 수 있는 서비스를 제공해드리기 위해 항상 노력하고 최선을 다하고 있습니다.
크기도 왕, 맛도 왕, 가격도 왕, 서비스도 왕!
고객은 왕이다 라는 마인드로 모든 면에서 고객을 만족 시켜줄 수 있도록 꾸준히 연구하고 발전해 나가는 고객 맞춤 커피 전문점 브랜드로 성장하도록 노력하겠습니다.","{'커피가 맛있어요': '21', '친절해요': '20', '음료가 맛있어요': '10', '가성비가 좋아요': '9', '디저트가 맛있어요': '4', '특별한 메뉴가 있어요': '3', '매장이 청결해요': '3', '인테리어가 멋져요': '2', '집중하기 좋아요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}",35.8830152,128.6657542
1236,해안동 보스턴커피,보스턴커피,0.0,715,416,대구 동구 방촌로 58,"10:00 - 20:00
19:30 라스트오더",0507-1410-1239,"국제 원두 출품대회(ITC) 골드메달 3년 연속 수상
세계적으로 인정받는 품질의 보스턴 컴퍼니의 철학이 담긴 커피 한 잔,
그 최고의 원두가 만들어지는 과정을 보며 직접 느껴보세요 :)","{'커피가 맛있어요': '314', '인테리어가 멋져요': '159', '디저트가 맛있어요': '116', '친절해요': '108', '음료가 맛있어요': '90', '매장이 청결해요': '89', '주차하기 편해요': '86', '좌석이 편해요': '79', '대화하기 좋아요': '53', '화장실이 깨끗해요': '52', '특별한 메뉴가 있어요': '49', '사진이 잘 나와요': '37', '뷰가 좋아요': '28', '집중하기 좋아요': '19', '가성비가 좋아요': '13', '매장이 넓어요': '4', '종류가 다양해요': '3', '오래 머무르기 좋아요': '1'}",35.8855074,128.6594086
1237,동촌동 나나베키,나나베키 비건베이커리카페,4.39,38,10,대구 동구 방촌로 87 1층 나나베키 비건베이커리카페,,0507-1347-9288,"나나베키는 비건 베이커리 카페로 건강한 빵을 만듭니다^^
 백색 일반 밀가루대신 쌀가루, 찹쌀가루, 우리밀 통밀, 호밀 , 현미, 보리, 홍국쌀 , 흑미, 귀리(오트밀)등 다양한 건강재료와 제철과일로 만든 수제청, 수제잼으로 디저트와 식사빵을 맛있고 건강하게 만들려고 늘 연구하고 고민합니다~~~

흰설탕을 쓰지 않고! 우유 대신 오트밀유(귀리유), 무가당 두유, 아몬드유를 사용합니다:)

단, 고객 주문에 따라 일부 소량 논비건재료로 제작하는 경우도 있습니다~^^
일부 논비건제품은 논비건이라고
안내드립니다~:)

세련되지 않고 투박한 식감과 모양!
나나베키 비건빵은 거칠고 부드럽지 않습니다~
모양보다는 건강함에 더 무게 중심을 두고
포인트를 맞추었어요~

뭐든지 빠르게 흘러가고
인스턴트와 밀키트가 만연하는 시대에
천천히 정성을 다해서
재료 손질부터 빵 나오기까지 ~
과정에서 결과까지 여유있게 ~

더불어 건강한 음식으로 인한
우리 몸의 긍정적 변화를 기다립니다~

더불어 비건으로 인한 지구환경을
지키기 위한 작은 노력~큰투자까지~:)

손이 많이 가지만 시간과 공을 들인 만큼
건강한 음식이라 자부합니다^^

알러지를 예방하기 위한 아기들이 먹을 간식^^
당뇨나 식단을 신경쓰는 어른들을 위한 비건 디저트! 비건 다이어트빵!

특히 비건 쌀케이크가 인기가 많고요~

일반 논비건 크림치즈 보틀 케이크와
바스크 치즈케이크(글루텐 프리)~
도시락케이크는 , 며칠 여유를 두시고
주문 부탁드립니다 ~

비정제 거친 통밀빵, 호밀빵도 많이 찾으시고
쫄깃한 식감의 현미쌀식빵도 인기 있어요~
단호박쌀식빵, 초코쌀식빵, 블루베리 쌀식빵, 옥수수쌀식빵, 홍국쌀식빵, 흑미식빵, 쑥쌀식빵, 고구마쌀식빵, 야채쌀식빵, 씨앗호떡쌀식빵, 오리지널 쌀식빵 ~~~등

다양한 비건쌀식빵 또한 하루나 이틀 전에 주문 받아 픽업 가능하세요 ~^^","{'친절해요': '19', '빵이 맛있어요': '18', '매장이 청결해요': '9', '대화하기 좋아요': '9', '음료가 맛있어요': '7', '특별한 메뉴가 있어요': '6', '커피가 맛있어요': '3', '주차하기 편해요': '2', '가성비가 좋아요': '2', '좌석이 편해요': '1', '아늑해요': '1', '재료가 신선해요': '1', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1'}",35.8841895,128.6622823
1238,방촌동 필림,카페필림,0.0,24,13,"대구 동구 방촌로13길 10-1 1, 2층",정기휴무 (매주 목요일),0507-1491-0692,"방촌동, 해안역 맛있는 카페! 디저트 맛집 (2층도 있어요~)

< 상시이벤트 >
take out시 500원 할인
현직군인시 1000원 할인

단체주문은 2일전 미리 01059553409로 연락주세요 :)
디저트는 매일 나오는 종류가 달라서 특정디저트원하시면 전날 예약해주세요 :D","{'커피가 맛있어요': '15', '디저트가 맛있어요': '14', '음료가 맛있어요': '11', '친절해요': '10', '매장이 청결해요': '10', '주차하기 편해요': '8', '특별한 메뉴가 있어요': '8', '가성비가 좋아요': '7', '좌석이 편해요': '6', '집중하기 좋아요': '6', '대화하기 좋아요': '5', '인테리어가 멋져요': '4', '사진이 잘 나와요': '4'}",35.88575030000001,128.6609753
1239,방촌동 꿈을담다,꿈을 담다,4.5,24,0,대구 동구 방촌로1길 106-1 2층,11:00 - 20:00,010-8564-0979,골목 안에 있고 아직 알려지지 않아 조용한 편입니다. 제과제빵기능사가 직접 만든 디저트가 있어요,"{'커피가 맛있어요': '13', '대화하기 좋아요': '12', '친절해요': '8', '음료가 맛있어요': '7', '인테리어가 멋져요': '7', '디저트가 맛있어요': '6', '매장이 청결해요': '6', '가성비가 좋아요': '4', '좌석이 편해요': '3', '특별한 메뉴가 있어요': '3', '집중하기 좋아요': '3'}",35.8833341,128.6661714
1240,해안동 까페놀,까페 놀,0.0,24,6,대구 동구 방촌로1길 26,10:00 - 22:00,0507-1348-2097,노을처럼 편한하게 놀며 쉬며 즐기는 공간입니다,"{'커피가 맛있어요': '17', '음료가 맛있어요': '5', '인테리어가 멋져요': '4', '친절해요': '4', '사진이 잘 나와요': '4', '가성비가 좋아요': '3', '집중하기 좋아요': '3', '대화하기 좋아요': '3', '화장실이 깨끗해요': '3', '디저트가 맛있어요': '2', '특별한 메뉴가 있어요': '2', '매장이 청결해요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1'}",35.887422,128.6588776
1241,공산동 소풍커피,소풍 COFFEE,0.0,68,3,대구 동구 서촌로 126,11:00 - 21:00,0507-1379-2269,"안녕하세요:)
대구 팔공산에 위치해있는
소풍 COFFEE입니다

편리한 위치와 주차환경
그리고 해가 잘 들어오는 통창과 꽃과 나무가 많아 푸릇푸릇하고 예쁜 카페입니다:)","{'주차하기 편해요': '38', '커피가 맛있어요': '32', '좌석이 편해요': '24', '친절해요': '19', '뷰가 좋아요': '17', '매장이 청결해요': '16', '대화하기 좋아요': '16', '빵이 맛있어요': '15', '디저트가 맛있어요': '15', '인테리어가 멋져요': '11', '화장실이 깨끗해요': '9', '음료가 맛있어요': '6', '사진이 잘 나와요': '3', '가성비가 좋아요': '2', '특별한 메뉴가 있어요': '2'}",35.9854363,128.6220449
1242,공산동 송지연찻집,송지연찻집,4.43,51,14,대구 동구 서촌로 145-11,,053-984-2626,NO INFO,{},35.9861811,128.6195145
1243,공산동 비발트커피,비발트커피,0.0,41,45,"대구 동구 서촌로 78 가동 1, 2층",10:30 - 22:00,053-985-9857,NO INFO,"{'주차하기 편해요': '16', '커피가 맛있어요': '15', '뷰가 좋아요': '15', '친절해요': '13', '매장이 청결해요': '13', '인테리어가 멋져요': '10', '사진이 잘 나와요': '8', '음료가 맛있어요': '6', '대화하기 좋아요': '6', '디저트가 맛있어요': '4', '매장이 넓어요': '3', '좌석이 편해요': '2', '특별한 메뉴가 있어요': '2', '집중하기 좋아요': '2', '야외 공간이 멋져요': '1', '가성비가 좋아요': '1'}",35.9825374,128.6256742
1244,공산동 투썸플레이스 대구팔공순환로점,투썸플레이스 대구팔공순환로점,4.42,858,163,대구 동구 서촌로 81 투썸플레이스,10:00 - 22:30,053-981-7760,"투썸플레이스 대구팔공산순환로점
쾌적하고 넓은 주차장
팔공산 가볼만한곳
아이들을 위한 1층 키즈존 완비
볼거리가 많은 산책로
가족, 연인, 친구 모임을 위한 단체석 및 좌식테이블
경치 좋은 곳","{'커피가 맛있어요': '216', '주차하기 편해요': '126', '친절해요': '86', '디저트가 맛있어요': '82', '음료가 맛있어요': '77', '대화하기 좋아요': '75', '좌석이 편해요': '74', '뷰가 좋아요': '72', '매장이 청결해요': '63', '인테리어가 멋져요': '54', '매장이 넓어요': '53', '화장실이 깨끗해요': '39', '가성비가 좋아요': '21', '단체모임 하기 좋아요': '21', '사진이 잘 나와요': '19', '특별한 메뉴가 있어요': '14', '집중하기 좋아요': '8'}",35.9828815,128.6244264
1245,공산동 홍차가게안단테,홍차가게 안단테,4.52,121,68,대구 동구 서촌로21길 35-1,12:00 - 20:00,053-981-2626,"'이렇게 카페를 운영하면 안되는 것일까?'

홍차가게 안단테는 이런 생각에서 2015년에 시작하였습니다. 저희 안단테는 다음의 3가지를 약속합니다.

1. 저희는 결코 싸지 않습니다.
가족이 먹을 수 있는 음료와 디저트를 판매하고 싶었습니다. 커피도 등급이 있고 홍차도 브랜드에 따라 천차만별 입니다. 저희는 스페셜티 원두만을 사용합니다. 저렴한 원두와는 2배에서 10배까지 차이가 납니다.
홍차는 유기농 차로 유명한 브랜드인 미국의 리쉬(RISHI)를 주로 사용하며, 잎차를 직접 우려 제공해 드립니다. 케익을 만드는데 들어가는 버터도 천차만별 입니다. 저희는 발효버터인 이즈니와 레스큐어를 사용합니다.
저희는 결코 저렴하지 않습니다. 그대신 저희도 안심하고 마시고 먹을 수 있는 최고의 재료를 사용할 것을 약속 드립니다.

2. 많은 손님 보다 소중한 당신을 맞이하겠습니다.
저희 안단테는 팔공산 예쁜 자리에 자리 잡고 있습니다. 낮에는 따뜻한 햇살에 비친 팔공산을 바라 볼 수 있고, 일몰에는 햇빛이 만들어내는 팔공산의 그림자를 보며 또다른 경치를 즐길 수 있습니다.
다만 저희는 6개의 테이블만 있습니다. 따라서 많은 손님 보다는 소중한 한 분 한 분의 손님을 정성껏 맞이 하겠습니다. 소중한 분과 함께 저희 안단테에서 편안한 시간을 경험해보세요!

3. 핸드메이드 그 '이상'을 드리고 싶습니다.
저희 홍차가게 안단테는 공장에서 나온 밀크티 베이스를 사용하지 않습니다. 밀크티 베이스를 직접 만듭니다. 그러나 저희는 얼그레이만 사용하지 않습니다. 4가지의 홍차 잎을 우려 밀크티를 드실 때 다양한 풍미를 느낄 수 있습니다.
홍차 전문점 답게 홍차와 함께 드실 수 있는 케익을 직접 만듭니다. 이즈니&레스큐어 버터와 프랑스 끼리 치즈를 사용합니다. 홍차, 드립커피, 그리고 케익과 마카롱까지. 최상급 재료의 깊은 풍미를 제공해 드립니다.

찾아오신 분들이 '우와!' 하는 순간을 한 번은 경험하실 수 있도록 노력하겠습니다:)","{'뷰가 좋아요': '41', '음료가 맛있어요': '29', '커피가 맛있어요': '27', '친절해요': '24', '디저트가 맛있어요': '23', '매장이 청결해요': '21', '인테리어가 멋져요': '18', '특별한 메뉴가 있어요': '17', '대화하기 좋아요': '16', '사진이 잘 나와요': '7', '화장실이 깨끗해요': '7', '주차하기 편해요': '6', '좌석이 편해요': '5', '가성비가 좋아요': '4', '집중하기 좋아요': '4'}",35.9816021,128.6235631
1246,공산동 마음이온다,마음이온다,4.53,549,284,대구 동구 서촌로23길 3 마음이온다,"12:00 - 21:00
20:30 라스트오더",0507-1402-7601,안녕하세요. 대구 동구 팔공산에 위치한 카페 마 음이온다입니다. 자연을 듬뿍 담은 공간에서 행 복한 시간 보내시길 바랍니다:) - 마음이온...,"{'커피가 맛있어요': '216', '뷰가 좋아요': '152', '디저트가 맛있어요': '141', '인테리어가 멋져요': '133', '주차하기 편해요': '121', '매장이 청결해요': '100', '사진이 잘 나와요': '95', '친절해요': '92', '음료가 맛있어요': '88', '대화하기 좋아요': '62', '특별한 메뉴가 있어요': '30', '좌석이 편해요': '21', '가성비가 좋아요': '19', '화장실이 깨끗해요': '16', '집중하기 좋아요': '3', '차분한 분위기에요': '1', '빵이 맛있어요': '1', '아이와 가기 좋아요': '1'}",35.9845044,128.622075
1247,공산동 퍼피80,퍼피80,0.0,27,44,대구 동구 서촌로7길 7-3 1층,,0507-1384-2622,"15kg미만 중소형견 전용 애견카페입니다

*마킹하는 강아지 실내 매너벨트필수 입니다
*중성화를 하지 않은 강아지의 경우
 실내실외 이용 시 매너벨트,기저귀 필수 입니다

*지나친 짖음, 마운팅 등은 강아지 싸움의 원인이 될 수 있습니다
 반드시! 제지해 주세요

*견주 동의 없이 다른 강아지에게 간식 및 쓰담쓰담 절대 금지합니다

*주의사항 위반 시 경고 후 퇴실조치 되실 수 있습니다

*견주님께서 신경 써주시고
번거로움을 감내해 주신 덕분에
퍼피80은 오늘도 안전하고 쾌적할 수 있습니다
배려에 감사드립니다*",{},35.9790147,128.6277136
1248,신천1동 카페루앤비 대구신천역점,카페루앤비 대구신천역점,0.0,85,2,대구 동구 송라로 70-1 1층,09:00 - 21:00,053-939-0854,NO INFO,"{'친절해요': '46', '커피가 맛있어요': '41', '음료가 맛있어요': '27', '가성비가 좋아요': '24', '매장이 청결해요': '24', '인테리어가 멋져요': '20', '디저트가 맛있어요': '19', '대화하기 좋아요': '14', '좌석이 편해요': '7', '특별한 메뉴가 있어요': '7', '사진이 잘 나와요': '4', '집중하기 좋아요': '4', '주차하기 편해요': '1'}",35.8733754,128.6185407
1249,신천3동 안티고,안티고,4.64,12,16,대구 동구 송라로 8,10:00 - 20:00,053-742-1548,다양한 스페셜 원두를 로스팅하고 블랜딩하여 드립하는 핸드드립 전문점입니다,{},35.8681037,128.6191643
1250,신천2동 이디야커피 대구신천역점,이디야커피 신천역점,0.0,67,1,대구 동구 송라로 80,,053-744-9471,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.","{'커피가 맛있어요': '29', '친절해요': '25', '음료가 맛있어요': '18', '매장이 청결해요': '15', '가성비가 좋아요': '13', '디저트가 맛있어요': '8', '집중하기 좋아요': '8', '대화하기 좋아요': '7', '좌석이 편해요': '5', '특별한 메뉴가 있어요': '5', '화장실이 깨끗해요': '5', '주차하기 편해요': '2', '사진이 잘 나와요': '2', '인테리어가 멋져요': '1'}",35.8742095,128.6180954
1251,신천1동 우즈베이커리카페,우즈베이커리카페,4.4,2719,444,대구 동구 송라로10길 2,,053-759-7761,우즈는 프리미엄 베이커리카페입니다..,{},35.8721067,128.6192992
1252,신천3동 동그리당,동그리당,0.0,109,7,대구 동구 송라로10길 33 1층 1208호 동그리당디저트,,0507-1307-6818,매장에서 직접 다 만들고 있으며 메뉴는 조금씩 달라질 수 있어요~,"{'디저트가 맛있어요': '35', '친절해요': '28', '매장이 청결해요': '17', '가성비가 좋아요': '12', '특별한 메뉴가 있어요': '8', '커피가 맛있어요': '6', '인테리어가 멋져요': '4', '음료가 맛있어요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '대화하기 좋아요': '1', '화장실이 깨끗해요': '1'}",35.8682832,128.6192698
1253,신천3동 청솔로9 신천센트럴자이점,청솔로9 신천센트럴시티자이점,0.0,62,2,대구 동구 송라로10길 33 302동 1층 2101호,08:00 - 22:30,0507-1313-0025,"청솔로9 신천센트럴자이점 입니다. 디저트와 커피,음료들이 준비되어있답니다.","{'커피가 맛있어요': '24', '가성비가 좋아요': '20', '친절해요': '12', '매장이 청결해요': '12', '음료가 맛있어요': '8', '좌석이 편해요': '5', '디저트가 맛있어요': '5', '인테리어가 멋져요': '5', '대화하기 좋아요': '4', '주차하기 편해요': '2', '특별한 메뉴가 있어요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '2', '사진이 잘 나와요': '1'}",35.8682832,128.6192698
1254,신천2동 언니야커피,언니야커피,4.51,57,4,대구 동구 송라로11길 1,,,NO INFO,"{'커피가 맛있어요': '13', '음료가 맛있어요': '7', '친절해요': '6', '디저트가 맛있어요': '4', '가성비가 좋아요': '4', '특별한 메뉴가 있어요': '3', '대화하기 좋아요': '2', '좌석이 편해요': '1', '매장이 청결해요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}",35.8725565,128.618361
1255,신천3동 카페나무그루,카페나무그루,4.0,50,12,"대구 동구 송라로12길 31 1층, 카페나무그루","09:00 - 22:00
21:30 라스트오더",0507-1387-4521,"식어도 맛있는 커피한 잔과 함께 힐링할 수 있는 조용한 까페
고객님께서 지불하신 음료값에 대한 가치를 추구하는 매장입니다.","{'커피가 맛있어요': '25', '친절해요': '23', '음료가 맛있어요': '13', '대화하기 좋아요': '11', '매장이 청결해요': '9', '디저트가 맛있어요': '6', '인테리어가 멋져요': '5', '화장실이 깨끗해요': '5', '좌석이 편해요': '4', '차분한 분위기에요': '2', '가성비가 좋아요': '2', '특별한 메뉴가 있어요': '2', '집중하기 좋아요': '2', '종류가 다양해요': '1'}",35.8742793,128.6215123
1256,신암2동 컴포즈커피 이안동대구점,컴포즈커피 이안동대구점,0.0,48,1,대구 동구 송라로28길 14 303동 101호 컴포즈커피 이안동대구점,,0507-1483-1312,반갑습니다~ 컴포즈 커피 이안동대구점 입니다:) 2월 17일 오픈 했습니다 *^-^*,"{'가성비가 좋아요': '29', '친절해요': '26', '커피가 맛있어요': '24', '음료가 맛있어요': '19', '매장이 청결해요': '11', '특별한 메뉴가 있어요': '7', '좌석이 편해요': '3', '디저트가 맛있어요': '3', '주차하기 편해요': '3', '인테리어가 멋져요': '2', '사진이 잘 나와요': '1', '화장실이 깨끗해요': '1'}",35.8785868,128.6168179
1257,신천2동 아리에떼,아리에떼,4.78,118,225,대구 동구 송라로2길 13,,053-754-0530,NO INFO,"{'커피가 맛있어요': '25', '친절해요': '24', '디저트가 맛있어요': '19', '음료가 맛있어요': '13', '가성비가 좋아요': '9', '매장이 청결해요': '6', '인테리어가 멋져요': '4', '특별한 메뉴가 있어요': '4', '뷰가 좋아요': '3', '집중하기 좋아요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1'}",35.8696392,128.6207824
1258,신천3동 캐너커피스탠드 본점,캐너커피스탠드,4.71,65,59,대구 동구 송라로2길 34 1층,"10:00 - 18:30
18:00 라스트오더",0507-1438-5665,"대구에서 가장 유니크한 커피와 크로플 메뉴들을 제공합니다,,","{'커피가 맛있어요': '26', '디저트가 맛있어요': '17', '음료가 맛있어요': '12', '인테리어가 멋져요': '12', '친절해요': '12', '특별한 메뉴가 있어요': '10', '매장이 청결해요': '8', '가성비가 좋아요': '7', '사진이 잘 나와요': '2', '집중하기 좋아요': '2', '대화하기 좋아요': '2', '뷰가 좋아요': '2', '좌석이 편해요': '1', '화장실이 깨끗해요': '1'}",35.8695579,128.6218605
1259,신암2동 카푸루스비타,카푸루스 비타,0.0,8,4,대구 동구 송라로32길 13,,,NO INFO,{},35.8807782,128.6158185
1260,신암4동 언제나함께,Always with,4.21,27,31,대구 동구 송라로32길 36-1 Always with,,010-4876-6236,NO INFO,{},35.881054,128.6184926
1261,혁신동 프리독,프리독,4.87,37,57,대구 동구 숙천로 129 프리독,정기휴무 (매주 목요일),0507-1371-0766,"대구 프리독 애견 카페(노키즈존)
중소형견 전용 공간(15kg미만)
넓은 천연 잔디밭 자연속에서
반려견들과 힐링하구 가세요
주소:대구 동구 숙천로 129
영업시간 :평일:AM12~PM 8
 주말:AM 11~PM 9
 매주 월요일 정기휴무
*조기마감 및 휴무일 변경은 인스타 및 네이버 공지확인*",{},35.8850595,128.7569902
1262,혁신동 예니가,Yeni ga,4.25,61,0,대구 동구 신서동 1147-3,10:00 - 20:00,0507-1302-1354,예니 가 해주는 커피♥,"{'커피가 맛있어요': '13', '친절해요': '5', '대화하기 좋아요': '5', '디저트가 맛있어요': '3', '매장이 청결해요': '3', '음료가 맛있어요': '2', '가성비가 좋아요': '2', '특별한 메뉴가 있어요': '2', '뷰가 좋아요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}",35.8793443,128.7316845
1263,안심3동 킨다스윗,킨다스윗,4.62,81,20,대구 동구 신서로 16-1 1층,,010-8413-8708,"각산역 레터링예약케이크집입니다.
소금빵, 크림도넛, 마카롱, 구움과자 매장, 배달의민족으로 판매합니다.

레터링케이크는 사전예약 필수입니다 : )",{},35.8697971,128.7241314
1264,안심3동 스윕,스윕,0.0,24,6,대구 동구 신서로 20 1층,,0507-1376-4648,NO INFO,"{'친절해요': '17', '커피가 맛있어요': '15', '매장이 청결해요': '10', '음료가 맛있어요': '8', '좌석이 편해요': '7', '인테리어가 멋져요': '6', '대화하기 좋아요': '6', '디저트가 맛있어요': '5', '가성비가 좋아요': '3', '집중하기 좋아요': '3', '사진이 잘 나와요': '2'}",35.8700511,128.724143
1265,안심3동 몬스터커피,몬스터커피,4.5,184,0,대구 동구 신서로 40,,070-7608-9899,NO INFO,"{'커피가 맛있어요': '93', '음료가 맛있어요': '50', '가성비가 좋아요': '40', '친절해요': '27', '매장이 청결해요': '17', '대화하기 좋아요': '10', '인테리어가 멋져요': '9', '디저트가 맛있어요': '8', '좌석이 편해요': '6', '사진이 잘 나와요': '4', '특별한 메뉴가 있어요': '3', '집중하기 좋아요': '3', '주차하기 편해요': '2', '메뉴 구성이 알차요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}",35.8718335,128.7242871
1266,대현동 마시그래이 신암점,마시그래이 신암점,4.43,342,0,대구 동구 신성로 43,09:00 - 21:00,053-955-5676,NO INFO,"{'커피가 맛있어요': '66', '가성비가 좋아요': '51', '음료가 맛있어요': '44', '친절해요': '44', '매장이 청결해요': '13'}",35.8794327,128.6114145
1267,신암5동 그레이스카페,그레이스카페,4.37,186,11,대구 동구 신암남로 159,09:00 - 23:30,053-939-9309,NO INFO,"{'커피가 맛있어요': '36', '친절해요': '18', '디저트가 맛있어요': '15', '대화하기 좋아요': '14', '음료가 맛있어요': '8', '좌석이 편해요': '6', '매장이 청결해요': '6', '특별한 메뉴가 있어요': '5', '인테리어가 멋져요': '3', '가성비가 좋아요': '3', '주차하기 편해요': '2', '화장실이 깨끗해요': '2', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}",35.8836508,128.6312695
1268,지저동 오베이스 카페,오베이스카페,0.0,86,75,대구 동구 신암남로 162 카페 오베이스,,0507-1468-1535,NO INFO,{},35.8835381,128.6318619
1269,신암3동 탭플레이커피대구신암점,탭플레이커피 대구신암점,4.67,141,0,대구 동구 신암남로 19 신월드 1층,,0507-1495-0003,* 탭플레이커피는 높은 품질의 커피를 합리적인 가격으로 이용할 수 있는 카페입니다. * 직접 제 조하는 수제크림이 들어간 아인슈페너(비...,"{'커피가 맛있어요': '36', '음료가 맛있어요': '25', '친절해요': '23', '가성비가 좋아요': '20', '매장이 청결해요': '8', '디저트가 맛있어요': '4', '특별한 메뉴가 있어요': '4', '좌석이 편해요': '2', '집중하기 좋아요': '2', '대화하기 좋아요': '2', '화장실이 깨끗해요': '2', '주차하기 편해요': '1'}",35.8781583,128.6182632
1270,신암3동 테이크인,테이크인,4.32,13,0,대구 동구 신암남로 33,,0507-1337-3821,NO INFO,{},35.8784529,128.61962
1271,신천3동 더리터 신암점,더리터 신암점,4.29,466,0,대구 동구 신암남로 54 1층,,053-964-5533,NO INFO,"{'가성비가 좋아요': '152', '커피가 맛있어요': '139', '음료가 맛있어요': '90', '친절해요': '79', '매장이 청결해요': '25', '특별한 메뉴가 있어요': '16', '디저트가 맛있어요': '15', '인테리어가 멋져요': '11', '주차하기 편해요': '6', '대화하기 좋아요': '5', '뷰가 좋아요': '5', '좌석이 편해요': '3', '화장실이 깨끗해요': '3', '사진이 잘 나와요': '2', '집중하기 좋아요': '1'}",35.8787859,128.6219934
1272,신천3동 다닐살롱,다닐살롱,4.78,190,130,대구 동구 신암남로 94,10:00 - 22:00,0507-1350-2563,"핸드드립
밀크티 맛집
앤틱카페
갤러리 전시회","{'음료가 맛있어요': '24', '커피가 맛있어요': '21', '인테리어가 멋져요': '16', '친절해요': '15', '매장이 청결해요': '12', '대화하기 좋아요': '9', '디저트가 맛있어요': '7', '주차하기 편해요': '5', '사진이 잘 나와요': '4', '특별한 메뉴가 있어요': '3', '화장실이 깨끗해요': '3', '좌석이 편해요': '2', '집중하기 좋아요': '2', '가성비가 좋아요': '1'}",35.8798593,128.6260574
1273,신암5동 BE FRESH (비프레시),BE FRESH,0.0,2,5,대구 동구 신암남로23길 30 105호,,070-8691-3325,안녕하세요? 위 건강 문제로 인해 오랜 시간 그 릭 요거트를 만들어 먹다 그릭요거트와 사랑에 빠져 가게를 내게 되었습니다! 처음엔 이...,{},35.8831603,128.6283728
